Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"164291","CVE-2022-32798","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32799","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32800","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32801","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32805","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32807","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32810","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32811","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32812","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32813","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32814","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32815","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32816","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32817","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32818","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32819","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32820","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32821","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32823","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32825","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32826","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32828","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32829","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32831","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32832","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32834","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32837","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32838","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32839","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32840","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32841","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32842","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32843","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32845","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32847","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
"164291","CVE-2022-32848","6.8","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.5 (HT213345)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.5 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2022-32787)

  - Exploitation of this vulnerability may to disclose kernel memory. (CVE-2022-32793)

  - Exploitation of this vulnerability may lead to gain elevated privileges. (CVE-2022-32798)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.5 or later.","https://support.apple.com/en-gb/HT213345","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.5
"
